Source,Target,Timeset
amazed,content,2020-01-05T00:00:00
amazed,enthusiastic,2020-01-05T00:00:00
amazed,excited,2020-01-05T00:00:00
amazed,fearful,2020-01-05T00:00:00
amazed,grateful,2020-01-05T00:00:00
amazed,guilty,2020-01-05T00:00:00
amazed,happy,2020-01-05T00:00:00
amazed,nervous,2020-01-05T00:00:00
amazed,peaceful,2020-01-05T00:00:00
amazed,relaxed,2020-01-05T00:00:00
amazed,remorseful,2020-01-05T00:00:00
amazed,restful,2020-01-05T00:00:00
amazed,successful,2020-01-05T00:00:00
amazed,superior,2020-01-05T00:00:00
amazed,surprised,2020-01-05T00:00:00
amused,appreciative,2020-01-05T00:00:00
amused,bored,2020-01-05T00:00:00
amused,calm,2020-01-05T00:00:00
amused,content,2020-01-05T00:00:00
amused,enthusiastic,2020-01-05T00:00:00
amused,excited,2020-01-05T00:00:00
amused,grateful,2020-01-05T00:00:00
amused,happy,2020-01-05T00:00:00
amused,peaceful,2020-01-05T00:00:00
amused,relaxed,2020-01-05T00:00:00
amused,restful,2020-01-05T00:00:00
amused,successful,2020-01-05T00:00:00
amused,superior,2020-01-05T00:00:00
amused,surprised,2020-01-05T00:00:00
angry,bored,2020-01-05T00:00:00
angry,dislike,2020-01-05T00:00:00
angry,down,2020-01-05T00:00:00
angry,irritated,2020-01-05T00:00:00
angry,nervous,2020-01-05T00:00:00
appreciative,calm,2020-01-05T00:00:00
appreciative,content,2020-01-05T00:00:00
appreciative,enthusiastic,2020-01-05T00:00:00
appreciative,excited,2020-01-05T00:00:00
appreciative,fearful,2020-01-05T00:00:00
appreciative,grateful,2020-01-05T00:00:00
appreciative,happy,2020-01-05T00:00:00
appreciative,peaceful,2020-01-05T00:00:00
appreciative,relaxed,2020-01-05T00:00:00
appreciative,restful,2020-01-05T00:00:00
appreciative,successful,2020-01-05T00:00:00
appreciative,superior,2020-01-05T00:00:00
bored,calm,2020-01-05T00:00:00
bored,down,2020-01-05T00:00:00
bored,guilty,2020-01-05T00:00:00
bored,irritated,2020-01-05T00:00:00
bored,remorseful,2020-01-05T00:00:00
bored,sorry,2020-01-05T00:00:00
bored,superior,2020-01-05T00:00:00
bored,surprised,2020-01-05T00:00:00
calm,content,2020-01-05T00:00:00
calm,dislike,2020-01-05T00:00:00
calm,enthusiastic,2020-01-05T00:00:00
calm,excited,2020-01-05T00:00:00
calm,fearful,2020-01-05T00:00:00
calm,grateful,2020-01-05T00:00:00
calm,guilty,2020-01-05T00:00:00
calm,happy,2020-01-05T00:00:00
calm,nervous,2020-01-05T00:00:00
calm,peaceful,2020-01-05T00:00:00
calm,relaxed,2020-01-05T00:00:00
calm,remorseful,2020-01-05T00:00:00
calm,restful,2020-01-05T00:00:00
calm,successful,2020-01-05T00:00:00
calm,superior,2020-01-05T00:00:00
calm,surprised,2020-01-05T00:00:00
content,dislike,2020-01-05T00:00:00
content,enthusiastic,2020-01-05T00:00:00
content,excited,2020-01-05T00:00:00
content,fearful,2020-01-05T00:00:00
content,grateful,2020-01-05T00:00:00
content,happy,2020-01-05T00:00:00
content,peaceful,2020-01-05T00:00:00
content,relaxed,2020-01-05T00:00:00
content,remorseful,2020-01-05T00:00:00
content,restful,2020-01-05T00:00:00
content,successful,2020-01-05T00:00:00
content,superior,2020-01-05T00:00:00
content,surprised,2020-01-05T00:00:00
dislike,enthusiastic,2020-01-05T00:00:00
dislike,grateful,2020-01-05T00:00:00
dislike,relaxed,2020-01-05T00:00:00
dislike,restful,2020-01-05T00:00:00
down,guilty,2020-01-05T00:00:00
down,nervous,2020-01-05T00:00:00
down,surprised,2020-01-05T00:00:00
enthusiastic,excited,2020-01-05T00:00:00
enthusiastic,fearful,2020-01-05T00:00:00
enthusiastic,grateful,2020-01-05T00:00:00
enthusiastic,happy,2020-01-05T00:00:00
enthusiastic,peaceful,2020-01-05T00:00:00
enthusiastic,relaxed,2020-01-05T00:00:00
enthusiastic,restful,2020-01-05T00:00:00
enthusiastic,successful,2020-01-05T00:00:00
enthusiastic,superior,2020-01-05T00:00:00
enthusiastic,surprised,2020-01-05T00:00:00
excited,fearful,2020-01-05T00:00:00
excited,grateful,2020-01-05T00:00:00
excited,guilty,2020-01-05T00:00:00
excited,happy,2020-01-05T00:00:00
excited,nervous,2020-01-05T00:00:00
excited,peaceful,2020-01-05T00:00:00
excited,relaxed,2020-01-05T00:00:00
excited,restful,2020-01-05T00:00:00
excited,successful,2020-01-05T00:00:00
excited,superior,2020-01-05T00:00:00
excited,surprised,2020-01-05T00:00:00
fearful,grateful,2020-01-05T00:00:00
fearful,happy,2020-01-05T00:00:00
fearful,nervous,2020-01-05T00:00:00
fearful,peaceful,2020-01-05T00:00:00
fearful,relaxed,2020-01-05T00:00:00
fearful,remorseful,2020-01-05T00:00:00
fearful,restful,2020-01-05T00:00:00
fearful,successful,2020-01-05T00:00:00
fearful,surprised,2020-01-05T00:00:00
grateful,guilty,2020-01-05T00:00:00
grateful,happy,2020-01-05T00:00:00
grateful,peaceful,2020-01-05T00:00:00
grateful,relaxed,2020-01-05T00:00:00
grateful,restful,2020-01-05T00:00:00
grateful,successful,2020-01-05T00:00:00
grateful,superior,2020-01-05T00:00:00
grateful,surprised,2020-01-05T00:00:00
guilty,happy,2020-01-05T00:00:00
guilty,nervous,2020-01-05T00:00:00
guilty,prideful,2020-01-05T00:00:00
guilty,sorry,2020-01-05T00:00:00
guilty,successful,2020-01-05T00:00:00
guilty,superior,2020-01-05T00:00:00
guilty,surprised,2020-01-05T00:00:00
happy,nervous,2020-01-05T00:00:00
happy,peaceful,2020-01-05T00:00:00
happy,relaxed,2020-01-05T00:00:00
happy,remorseful,2020-01-05T00:00:00
happy,restful,2020-01-05T00:00:00
happy,successful,2020-01-05T00:00:00
happy,superior,2020-01-05T00:00:00
happy,surprised,2020-01-05T00:00:00
irritated,surprised,2020-01-05T00:00:00
nervous,remorseful,2020-01-05T00:00:00
nervous,sorry,2020-01-05T00:00:00
peaceful,relaxed,2020-01-05T00:00:00
peaceful,remorseful,2020-01-05T00:00:00
peaceful,restful,2020-01-05T00:00:00
peaceful,successful,2020-01-05T00:00:00
peaceful,superior,2020-01-05T00:00:00
relaxed,restful,2020-01-05T00:00:00
relaxed,successful,2020-01-05T00:00:00
relaxed,superior,2020-01-05T00:00:00
relaxed,surprised,2020-01-05T00:00:00
remorseful,restful,2020-01-05T00:00:00
remorseful,successful,2020-01-05T00:00:00
remorseful,surprised,2020-01-05T00:00:00
restful,successful,2020-01-05T00:00:00
restful,superior,2020-01-05T00:00:00
restful,surprised,2020-01-05T00:00:00
successful,superior,2020-01-05T00:00:00
successful,surprised,2020-01-05T00:00:00
superior,surprised,2020-01-05T00:00:00
admiring,amazed,2020-01-06T00:00:00
admiring,amused,2020-01-06T00:00:00
admiring,appreciative,2020-01-06T00:00:00
admiring,calm,2020-01-06T00:00:00
admiring,content,2020-01-06T00:00:00
admiring,enthusiastic,2020-01-06T00:00:00
admiring,excited,2020-01-06T00:00:00
admiring,grateful,2020-01-06T00:00:00
admiring,guilty,2020-01-06T00:00:00
admiring,happy,2020-01-06T00:00:00
admiring,peaceful,2020-01-06T00:00:00
admiring,relaxed,2020-01-06T00:00:00
admiring,restful,2020-01-06T00:00:00
admiring,successful,2020-01-06T00:00:00
admiring,superior,2020-01-06T00:00:00
admiring,surprised,2020-01-06T00:00:00
amazed,amused,2020-01-06T00:00:00
amazed,appreciative,2020-01-06T00:00:00
amazed,calm,2020-01-06T00:00:00
amazed,content,2020-01-06T00:00:00
amazed,enthusiastic,2020-01-06T00:00:00
amazed,excited,2020-01-06T00:00:00
amazed,fearful,2020-01-06T00:00:00
amazed,grateful,2020-01-06T00:00:00
amazed,guilty,2020-01-06T00:00:00
amazed,happy,2020-01-06T00:00:00
amazed,nervous,2020-01-06T00:00:00
amazed,peaceful,2020-01-06T00:00:00
amazed,prideful,2020-01-06T00:00:00
amazed,relaxed,2020-01-06T00:00:00
amazed,remorseful,2020-01-06T00:00:00
amazed,restful,2020-01-06T00:00:00
amazed,shocked,2020-01-06T00:00:00
amazed,successful,2020-01-06T00:00:00
amazed,superior,2020-01-06T00:00:00
amazed,surprised,2020-01-06T00:00:00
amused,appreciative,2020-01-06T00:00:00
amused,bored,2020-01-06T00:00:00
amused,calm,2020-01-06T00:00:00
amused,content,2020-01-06T00:00:00
amused,enthusiastic,2020-01-06T00:00:00
amused,excited,2020-01-06T00:00:00
amused,grateful,2020-01-06T00:00:00
amused,guilty,2020-01-06T00:00:00
amused,happy,2020-01-06T00:00:00
amused,peaceful,2020-01-06T00:00:00
amused,prideful,2020-01-06T00:00:00
amused,relaxed,2020-01-06T00:00:00
amused,restful,2020-01-06T00:00:00
amused,shocked,2020-01-06T00:00:00
amused,successful,2020-01-06T00:00:00
amused,superior,2020-01-06T00:00:00
amused,surprised,2020-01-06T00:00:00
angry,bored,2020-01-06T00:00:00
angry,depressed,2020-01-06T00:00:00
angry,dislike,2020-01-06T00:00:00
angry,down,2020-01-06T00:00:00
angry,fearful,2020-01-06T00:00:00
angry,prideful,2020-01-06T00:00:00
angry,sad,2020-01-06T00:00:00
appreciative,calm,2020-01-06T00:00:00
appreciative,content,2020-01-06T00:00:00
appreciative,enthusiastic,2020-01-06T00:00:00
appreciative,excited,2020-01-06T00:00:00
appreciative,fearful,2020-01-06T00:00:00
appreciative,grateful,2020-01-06T00:00:00
appreciative,guilty,2020-01-06T00:00:00
appreciative,happy,2020-01-06T00:00:00
appreciative,nervous,2020-01-06T00:00:00
appreciative,peaceful,2020-01-06T00:00:00
appreciative,prideful,2020-01-06T00:00:00
appreciative,relaxed,2020-01-06T00:00:00
appreciative,restful,2020-01-06T00:00:00
appreciative,shocked,2020-01-06T00:00:00
appreciative,successful,2020-01-06T00:00:00
appreciative,superior,2020-01-06T00:00:00
appreciative,surprised,2020-01-06T00:00:00
bored,calm,2020-01-06T00:00:00
bored,dislike,2020-01-06T00:00:00
bored,down,2020-01-06T00:00:00
bored,guilty,2020-01-06T00:00:00
bored,irritated,2020-01-06T00:00:00
bored,remorseful,2020-01-06T00:00:00
bored,shocked,2020-01-06T00:00:00
bored,superior,2020-01-06T00:00:00
bored,surprised,2020-01-06T00:00:00
calm,content,2020-01-06T00:00:00
calm,enthusiastic,2020-01-06T00:00:00
calm,excited,2020-01-06T00:00:00
calm,fearful,2020-01-06T00:00:00
calm,grateful,2020-01-06T00:00:00
calm,happy,2020-01-06T00:00:00
calm,peaceful,2020-01-06T00:00:00
calm,relaxed,2020-01-06T00:00:00
calm,remorseful,2020-01-06T00:00:00
calm,restful,2020-01-06T00:00:00
calm,sad,2020-01-06T00:00:00
calm,successful,2020-01-06T00:00:00
calm,superior,2020-01-06T00:00:00
calm,surprised,2020-01-06T00:00:00
content,dislike,2020-01-06T00:00:00
content,enthusiastic,2020-01-06T00:00:00
content,excited,2020-01-06T00:00:00
content,fearful,2020-01-06T00:00:00
content,grateful,2020-01-06T00:00:00
content,guilty,2020-01-06T00:00:00
content,happy,2020-01-06T00:00:00
content,peaceful,2020-01-06T00:00:00
content,relaxed,2020-01-06T00:00:00
content,remorseful,2020-01-06T00:00:00
content,restful,2020-01-06T00:00:00
content,shocked,2020-01-06T00:00:00
content,successful,2020-01-06T00:00:00
content,superior,2020-01-06T00:00:00
content,surprised,2020-01-06T00:00:00
depressed,down,2020-01-06T00:00:00
depressed,fearful,2020-01-06T00:00:00
depressed,prideful,2020-01-06T00:00:00
depressed,sad,2020-01-06T00:00:00
dislike,guilty,2020-01-06T00:00:00
dislike,nervous,2020-01-06T00:00:00
down,fearful,2020-01-06T00:00:00
down,guilty,2020-01-06T00:00:00
down,prideful,2020-01-06T00:00:00
down,sad,2020-01-06T00:00:00
down,surprised,2020-01-06T00:00:00
enthusiastic,excited,2020-01-06T00:00:00
enthusiastic,fearful,2020-01-06T00:00:00
enthusiastic,grateful,2020-01-06T00:00:00
enthusiastic,happy,2020-01-06T00:00:00
enthusiastic,peaceful,2020-01-06T00:00:00
enthusiastic,relaxed,2020-01-06T00:00:00
enthusiastic,remorseful,2020-01-06T00:00:00
enthusiastic,restful,2020-01-06T00:00:00
enthusiastic,successful,2020-01-06T00:00:00
enthusiastic,superior,2020-01-06T00:00:00
enthusiastic,surprised,2020-01-06T00:00:00
excited,fearful,2020-01-06T00:00:00
excited,grateful,2020-01-06T00:00:00
excited,guilty,2020-01-06T00:00:00
excited,happy,2020-01-06T00:00:00
excited,nervous,2020-01-06T00:00:00
excited,peaceful,2020-01-06T00:00:00
excited,relaxed,2020-01-06T00:00:00
excited,restful,2020-01-06T00:00:00
excited,successful,2020-01-06T00:00:00
excited,superior,2020-01-06T00:00:00
excited,surprised,2020-01-06T00:00:00
fearful,grateful,2020-01-06T00:00:00
fearful,happy,2020-01-06T00:00:00
fearful,nervous,2020-01-06T00:00:00
fearful,peaceful,2020-01-06T00:00:00
fearful,prideful,2020-01-06T00:00:00
fearful,relaxed,2020-01-06T00:00:00
fearful,remorseful,2020-01-06T00:00:00
fearful,restful,2020-01-06T00:00:00
fearful,sad,2020-01-06T00:00:00
fearful,successful,2020-01-06T00:00:00
fearful,surprised,2020-01-06T00:00:00
grateful,guilty,2020-01-06T00:00:00
grateful,happy,2020-01-06T00:00:00
grateful,nervous,2020-01-06T00:00:00
grateful,prideful,2020-01-06T00:00:00
grateful,relaxed,2020-01-06T00:00:00
grateful,shocked,2020-01-06T00:00:00
grateful,successful,2020-01-06T00:00:00
grateful,superior,2020-01-06T00:00:00
grateful,surprised,2020-01-06T00:00:00
guilty,happy,2020-01-06T00:00:00
guilty,nervous,2020-01-06T00:00:00
guilty,peaceful,2020-01-06T00:00:00
guilty,relaxed,2020-01-06T00:00:00
guilty,restful,2020-01-06T00:00:00
guilty,shocked,2020-01-06T00:00:00
guilty,successful,2020-01-06T00:00:00
guilty,superior,2020-01-06T00:00:00
guilty,surprised,2020-01-06T00:00:00
happy,nervous,2020-01-06T00:00:00
happy,peaceful,2020-01-06T00:00:00
happy,relaxed,2020-01-06T00:00:00
happy,remorseful,2020-01-06T00:00:00
happy,restful,2020-01-06T00:00:00
happy,shocked,2020-01-06T00:00:00
happy,successful,2020-01-06T00:00:00
happy,superior,2020-01-06T00:00:00
happy,surprised,2020-01-06T00:00:00
irritated,surprised,2020-01-06T00:00:00
nervous,peaceful,2020-01-06T00:00:00
nervous,relaxed,2020-01-06T00:00:00
nervous,remorseful,2020-01-06T00:00:00
nervous,restful,2020-01-06T00:00:00
nervous,shocked,2020-01-06T00:00:00
peaceful,relaxed,2020-01-06T00:00:00
peaceful,remorseful,2020-01-06T00:00:00
peaceful,restful,2020-01-06T00:00:00
peaceful,successful,2020-01-06T00:00:00
peaceful,superior,2020-01-06T00:00:00
prideful,sad,2020-01-06T00:00:00
prideful,shocked,2020-01-06T00:00:00
prideful,surprised,2020-01-06T00:00:00
relaxed,remorseful,2020-01-06T00:00:00
relaxed,restful,2020-01-06T00:00:00
relaxed,successful,2020-01-06T00:00:00
relaxed,superior,2020-01-06T00:00:00
relaxed,surprised,2020-01-06T00:00:00
remorseful,restful,2020-01-06T00:00:00
remorseful,successful,2020-01-06T00:00:00
remorseful,surprised,2020-01-06T00:00:00
restful,successful,2020-01-06T00:00:00
restful,superior,2020-01-06T00:00:00
shocked,surprised,2020-01-06T00:00:00
successful,superior,2020-01-06T00:00:00
successful,surprised,2020-01-06T00:00:00
superior,surprised,2020-01-06T00:00:00
amazed,amused,2020-01-07T00:00:00
amazed,appreciative,2020-01-07T00:00:00
amazed,content,2020-01-07T00:00:00
amazed,grateful,2020-01-07T00:00:00
amazed,guilty,2020-01-07T00:00:00
amazed,happy,2020-01-07T00:00:00
amazed,nervous,2020-01-07T00:00:00
amazed,prideful,2020-01-07T00:00:00
amazed,shocked,2020-01-07T00:00:00
amazed,surprised,2020-01-07T00:00:00
amused,appreciative,2020-01-07T00:00:00
amused,calm,2020-01-07T00:00:00
amused,content,2020-01-07T00:00:00
amused,enthusiastic,2020-01-07T00:00:00
amused,grateful,2020-01-07T00:00:00
amused,happy,2020-01-07T00:00:00
amused,peaceful,2020-01-07T00:00:00
amused,relaxed,2020-01-07T00:00:00
amused,restful,2020-01-07T00:00:00
amused,shocked,2020-01-07T00:00:00
amused,surprised,2020-01-07T00:00:00
angry,depressed,2020-01-07T00:00:00
angry,dislike,2020-01-07T00:00:00
angry,down,2020-01-07T00:00:00
angry,fearful,2020-01-07T00:00:00
angry,guilty,2020-01-07T00:00:00
angry,nervous,2020-01-07T00:00:00
angry,prideful,2020-01-07T00:00:00
angry,sad,2020-01-07T00:00:00
appreciative,calm,2020-01-07T00:00:00
appreciative,content,2020-01-07T00:00:00
appreciative,enthusiastic,2020-01-07T00:00:00
appreciative,excited,2020-01-07T00:00:00
appreciative,fearful,2020-01-07T00:00:00
appreciative,grateful,2020-01-07T00:00:00
appreciative,happy,2020-01-07T00:00:00
appreciative,nervous,2020-01-07T00:00:00
appreciative,peaceful,2020-01-07T00:00:00
appreciative,prideful,2020-01-07T00:00:00
appreciative,relaxed,2020-01-07T00:00:00
appreciative,restful,2020-01-07T00:00:00
appreciative,shocked,2020-01-07T00:00:00
appreciative,successful,2020-01-07T00:00:00
appreciative,surprised,2020-01-07T00:00:00
bored,calm,2020-01-07T00:00:00
bored,disgusted,2020-01-07T00:00:00
bored,dislike,2020-01-07T00:00:00
bored,down,2020-01-07T00:00:00
bored,enthusiastic,2020-01-07T00:00:00
bored,guilty,2020-01-07T00:00:00
bored,peaceful,2020-01-07T00:00:00
bored,prideful,2020-01-07T00:00:00
bored,successful,2020-01-07T00:00:00
calm,content,2020-01-07T00:00:00
calm,down,2020-01-07T00:00:00
calm,enthusiastic,2020-01-07T00:00:00
calm,fearful,2020-01-07T00:00:00
calm,grateful,2020-01-07T00:00:00
calm,happy,2020-01-07T00:00:00
calm,peaceful,2020-01-07T00:00:00
calm,prideful,2020-01-07T00:00:00
calm,relaxed,2020-01-07T00:00:00
calm,restful,2020-01-07T00:00:00
calm,successful,2020-01-07T00:00:00
calm,surprised,2020-01-07T00:00:00
content,disgusted,2020-01-07T00:00:00
content,dislike,2020-01-07T00:00:00
content,enthusiastic,2020-01-07T00:00:00
content,excited,2020-01-07T00:00:00
content,grateful,2020-01-07T00:00:00
content,happy,2020-01-07T00:00:00
content,peaceful,2020-01-07T00:00:00
content,relaxed,2020-01-07T00:00:00
content,restful,2020-01-07T00:00:00
content,shocked,2020-01-07T00:00:00
content,successful,2020-01-07T00:00:00
content,surprised,2020-01-07T00:00:00
depressed,down,2020-01-07T00:00:00
depressed,fearful,2020-01-07T00:00:00
depressed,prideful,2020-01-07T00:00:00
depressed,sad,2020-01-07T00:00:00
disgusted,enthusiastic,2020-01-07T00:00:00
disgusted,happy,2020-01-07T00:00:00
disgusted,peaceful,2020-01-07T00:00:00
dislike,guilty,2020-01-07T00:00:00
dislike,nervous,2020-01-07T00:00:00
down,fearful,2020-01-07T00:00:00
down,prideful,2020-01-07T00:00:00
down,sad,2020-01-07T00:00:00
down,successful,2020-01-07T00:00:00
down,surprised,2020-01-07T00:00:00
enthusiastic,excited,2020-01-07T00:00:00
enthusiastic,fearful,2020-01-07T00:00:00
enthusiastic,grateful,2020-01-07T00:00:00
enthusiastic,happy,2020-01-07T00:00:00
enthusiastic,peaceful,2020-01-07T00:00:00
enthusiastic,relaxed,2020-01-07T00:00:00
enthusiastic,restful,2020-01-07T00:00:00
enthusiastic,surprised,2020-01-07T00:00:00
excited,fearful,2020-01-07T00:00:00
excited,grateful,2020-01-07T00:00:00
excited,happy,2020-01-07T00:00:00
excited,nervous,2020-01-07T00:00:00
excited,peaceful,2020-01-07T00:00:00
excited,relaxed,2020-01-07T00:00:00
excited,restful,2020-01-07T00:00:00
fearful,grateful,2020-01-07T00:00:00
fearful,happy,2020-01-07T00:00:00
fearful,nervous,2020-01-07T00:00:00
fearful,peaceful,2020-01-07T00:00:00
fearful,prideful,2020-01-07T00:00:00
fearful,restful,2020-01-07T00:00:00
fearful,sad,2020-01-07T00:00:00
fearful,successful,2020-01-07T00:00:00
grateful,guilty,2020-01-07T00:00:00
grateful,happy,2020-01-07T00:00:00
grateful,nervous,2020-01-07T00:00:00
grateful,peaceful,2020-01-07T00:00:00
grateful,prideful,2020-01-07T00:00:00
grateful,relaxed,2020-01-07T00:00:00
grateful,restful,2020-01-07T00:00:00
grateful,shocked,2020-01-07T00:00:00
grateful,surprised,2020-01-07T00:00:00
guilty,nervous,2020-01-07T00:00:00
guilty,shocked,2020-01-07T00:00:00
guilty,surprised,2020-01-07T00:00:00
happy,nervous,2020-01-07T00:00:00
happy,peaceful,2020-01-07T00:00:00
happy,relaxed,2020-01-07T00:00:00
happy,restful,2020-01-07T00:00:00
happy,shocked,2020-01-07T00:00:00
happy,surprised,2020-01-07T00:00:00
nervous,restful,2020-01-07T00:00:00
nervous,shocked,2020-01-07T00:00:00
peaceful,relaxed,2020-01-07T00:00:00
peaceful,restful,2020-01-07T00:00:00
peaceful,successful,2020-01-07T00:00:00
prideful,sad,2020-01-07T00:00:00
prideful,shocked,2020-01-07T00:00:00
prideful,successful,2020-01-07T00:00:00
prideful,surprised,2020-01-07T00:00:00
relaxed,restful,2020-01-07T00:00:00
relaxed,successful,2020-01-07T00:00:00
shocked,surprised,2020-01-07T00:00:00
admiring,amused,2020-01-08T00:00:00
admiring,appreciative,2020-01-08T00:00:00
admiring,content,2020-01-08T00:00:00
admiring,enthusiastic,2020-01-08T00:00:00
admiring,grateful,2020-01-08T00:00:00
admiring,happy,2020-01-08T00:00:00
admiring,peaceful,2020-01-08T00:00:00
admiring,relaxed,2020-01-08T00:00:00
admiring,successful,2020-01-08T00:00:00
amazed,amused,2020-01-08T00:00:00
amazed,appreciative,2020-01-08T00:00:00
amazed,grateful,2020-01-08T00:00:00
amazed,guilty,2020-01-08T00:00:00
amazed,happy,2020-01-08T00:00:00
amazed,nervous,2020-01-08T00:00:00
amazed,prideful,2020-01-08T00:00:00
amazed,shocked,2020-01-08T00:00:00
amazed,surprised,2020-01-08T00:00:00
amused,appreciative,2020-01-08T00:00:00
amused,content,2020-01-08T00:00:00
amused,dislike,2020-01-08T00:00:00
amused,enthusiastic,2020-01-08T00:00:00
amused,grateful,2020-01-08T00:00:00
amused,happy,2020-01-08T00:00:00
amused,peaceful,2020-01-08T00:00:00
amused,relaxed,2020-01-08T00:00:00
amused,restful,2020-01-08T00:00:00
amused,shocked,2020-01-08T00:00:00
amused,surprised,2020-01-08T00:00:00
angry,depressed,2020-01-08T00:00:00
angry,down,2020-01-08T00:00:00
angry,fearful,2020-01-08T00:00:00
angry,prideful,2020-01-08T00:00:00
angry,sad,2020-01-08T00:00:00
angry,surprised,2020-01-08T00:00:00
appreciative,calm,2020-01-08T00:00:00
appreciative,content,2020-01-08T00:00:00
appreciative,dislike,2020-01-08T00:00:00
appreciative,enthusiastic,2020-01-08T00:00:00
appreciative,fearful,2020-01-08T00:00:00
appreciative,grateful,2020-01-08T00:00:00
appreciative,guilty,2020-01-08T00:00:00
appreciative,happy,2020-01-08T00:00:00
appreciative,peaceful,2020-01-08T00:00:00
appreciative,prideful,2020-01-08T00:00:00
appreciative,relaxed,2020-01-08T00:00:00
appreciative,restful,2020-01-08T00:00:00
appreciative,shocked,2020-01-08T00:00:00
appreciative,successful,2020-01-08T00:00:00
appreciative,surprised,2020-01-08T00:00:00
bored,calm,2020-01-08T00:00:00
bored,disgusted,2020-01-08T00:00:00
bored,down,2020-01-08T00:00:00
bored,enthusiastic,2020-01-08T00:00:00
bored,guilty,2020-01-08T00:00:00
bored,nervous,2020-01-08T00:00:00
bored,peaceful,2020-01-08T00:00:00
bored,relaxed,2020-01-08T00:00:00
bored,successful,2020-01-08T00:00:00
calm,content,2020-01-08T00:00:00
calm,dislike,2020-01-08T00:00:00
calm,down,2020-01-08T00:00:00
calm,enthusiastic,2020-01-08T00:00:00
calm,grateful,2020-01-08T00:00:00
calm,happy,2020-01-08T00:00:00
calm,peaceful,2020-01-08T00:00:00
calm,relaxed,2020-01-08T00:00:00
calm,restful,2020-01-08T00:00:00
content,dislike,2020-01-08T00:00:00
content,enthusiastic,2020-01-08T00:00:00
content,grateful,2020-01-08T00:00:00
content,happy,2020-01-08T00:00:00
content,peaceful,2020-01-08T00:00:00
content,relaxed,2020-01-08T00:00:00
content,restful,2020-01-08T00:00:00
content,successful,2020-01-08T00:00:00
depressed,down,2020-01-08T00:00:00
depressed,fearful,2020-01-08T00:00:00
depressed,prideful,2020-01-08T00:00:00
depressed,sad,2020-01-08T00:00:00
disgusted,enthusiastic,2020-01-08T00:00:00
disgusted,happy,2020-01-08T00:00:00
disgusted,peaceful,2020-01-08T00:00:00
dislike,enthusiastic,2020-01-08T00:00:00
dislike,grateful,2020-01-08T00:00:00
dislike,happy,2020-01-08T00:00:00
dislike,peaceful,2020-01-08T00:00:00
dislike,relaxed,2020-01-08T00:00:00
dislike,restful,2020-01-08T00:00:00
down,fearful,2020-01-08T00:00:00
down,prideful,2020-01-08T00:00:00
down,sad,2020-01-08T00:00:00
down,successful,2020-01-08T00:00:00
enthusiastic,grateful,2020-01-08T00:00:00
enthusiastic,happy,2020-01-08T00:00:00
enthusiastic,peaceful,2020-01-08T00:00:00
enthusiastic,relaxed,2020-01-08T00:00:00
enthusiastic,restful,2020-01-08T00:00:00
enthusiastic,surprised,2020-01-08T00:00:00
fearful,prideful,2020-01-08T00:00:00
fearful,sad,2020-01-08T00:00:00
fearful,successful,2020-01-08T00:00:00
grateful,guilty,2020-01-08T00:00:00
grateful,happy,2020-01-08T00:00:00
grateful,nervous,2020-01-08T00:00:00
grateful,peaceful,2020-01-08T00:00:00
grateful,prideful,2020-01-08T00:00:00
grateful,relaxed,2020-01-08T00:00:00
grateful,restful,2020-01-08T00:00:00
grateful,shocked,2020-01-08T00:00:00
grateful,successful,2020-01-08T00:00:00
grateful,surprised,2020-01-08T00:00:00
guilty,happy,2020-01-08T00:00:00
guilty,irritated,2020-01-08T00:00:00
guilty,nervous,2020-01-08T00:00:00
guilty,prideful,2020-01-08T00:00:00
guilty,shocked,2020-01-08T00:00:00
guilty,successful,2020-01-08T00:00:00
guilty,surprised,2020-01-08T00:00:00
happy,peaceful,2020-01-08T00:00:00
happy,relaxed,2020-01-08T00:00:00
happy,restful,2020-01-08T00:00:00
happy,shocked,2020-01-08T00:00:00
happy,surprised,2020-01-08T00:00:00
irritated,nervous,2020-01-08T00:00:00
nervous,prideful,2020-01-08T00:00:00
nervous,shocked,2020-01-08T00:00:00
nervous,successful,2020-01-08T00:00:00
nervous,surprised,2020-01-08T00:00:00
peaceful,relaxed,2020-01-08T00:00:00
peaceful,restful,2020-01-08T00:00:00
peaceful,successful,2020-01-08T00:00:00
prideful,sad,2020-01-08T00:00:00
prideful,shocked,2020-01-08T00:00:00
prideful,surprised,2020-01-08T00:00:00
relaxed,restful,2020-01-08T00:00:00
relaxed,successful,2020-01-08T00:00:00
shocked,surprised,2020-01-08T00:00:00
admiring,amused,2020-01-09T00:00:00
admiring,appreciative,2020-01-09T00:00:00
admiring,content,2020-01-09T00:00:00
admiring,enthusiastic,2020-01-09T00:00:00
admiring,grateful,2020-01-09T00:00:00
admiring,happy,2020-01-09T00:00:00
admiring,peaceful,2020-01-09T00:00:00
admiring,relaxed,2020-01-09T00:00:00
admiring,successful,2020-01-09T00:00:00
amused,appreciative,2020-01-09T00:00:00
amused,content,2020-01-09T00:00:00
amused,dislike,2020-01-09T00:00:00
amused,enthusiastic,2020-01-09T00:00:00
amused,grateful,2020-01-09T00:00:00
amused,happy,2020-01-09T00:00:00
amused,peaceful,2020-01-09T00:00:00
amused,relaxed,2020-01-09T00:00:00
amused,restful,2020-01-09T00:00:00
